40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
08:14:00.0 (333337)|USER_INFO|[EXTERNAL]|0057F000000SZkg|test-d_masalsky@twistellar.com|Pacific Standard Time|GMT-07:00
08:14:00.0 (378947)|EXECUTION_STARTED
08:14:00.0 (383214)|CODE_UNIT_STARTED|[EXTERNAL]|01p7F000008eSte|RSS
08:14:05.962 (6302733444)|VARIABLE_ASSIGNMENT|[44]|bp|{}|0x2019a82c
08:14:05.962 (6302756205)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302760045)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302762258)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302764373)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302766429)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302768564)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302770340)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302772277)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302774235)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302776135)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302778116)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302780047)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302781842)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302783606)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302786031)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302787941)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302790321)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302792085)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302794102)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302796984)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302800215)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302803345)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302805412)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302807373)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302809591)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302811493)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302813643)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302815497)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302817442)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302824047)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302826059)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302827843)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302829927)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302831743)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302834120)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302836663)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302838558)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302840509)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6302868972)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6302879786)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6302889272)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6302920573)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x6343b3e0
08:14:05.962 (6302926855)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6302938708)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6302943061)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6302946516)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6302950023)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6302958719)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6302962510)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6302969780)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6302978580)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6302983704)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6303016483)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,title,null,null,null,[XMLNode[TEXT,null,null,null,null,null,Слышали самолеты, видели вертолеты. Первые впечатления международных наблюдателей от \"Запада-2017\",]],null,]"|0x53b0285d
08:14:05.962 (6303030615)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6303038279)|HEAP_ALLOCATE|[46]|Bytes:5
08:14:05.962 (6303050884)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303052202)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303056356)|HEAP_ALLOCATE|[46]|Bytes:98
08:14:05.962 (6303101803)|VARIABLE_ASSIGNMENT|[46]|this.title__c|"Слышали самолеты, ви (78 more) ..."|0x2019a82c
08:14:05.962 (6303114119)|HEAP_ALLOCATE|[47]|Bytes:5
08:14:05.962 (6303123586)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6303127504)|HEAP_ALLOCATE|[51]|Bytes:5
08:14:05.962 (6303136589)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6303139607)|HEAP_ALLOCATE|[52]|Bytes:5
08:14:05.962 (6303145495)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6303148206)|HEAP_ALLOCATE|[53]|Bytes:5
08:14:05.962 (6303158143)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303160965)|HEAP_ALLOCATE|[54]|Bytes:5
08:14:05.962 (6303167778)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6303176096)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6303184973)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6303190882)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6303225115)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x1d3c2b4e
08:14:05.962 (6303232007)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6303240640)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303244222)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6303247579)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6303250875)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6303254151)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303257944)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6303266502)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6303275524)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6303280458)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6303315699)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,link,null,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/economics/560749.html?utm_campaign=news-feed,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_medium=rss,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_source=rss-news,]],null,]"|0x7089a80d
08:14:05.962 (6303326595)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6303333238)|HEAP_ALLOCATE|[46]|Bytes:4
08:14:05.962 (6303343257)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303346593)|HEAP_ALLOCATE|[47]|Bytes:4
08:14:05.962 (6303353394)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6303354504)|STATEMENT_EXECUTE|[48]
08:14:05.962 (6303358100)|HEAP_ALLOCATE|[48]|Bytes:99
08:14:05.962 (6303395533)|VARIABLE_ASSIGNMENT|[48]|this.link__c|"https://news.tut.by/ (79 more) ..."|0x2019a82c
08:14:05.962 (6303407249)|STATEMENT_EXECUTE|[49]
08:14:05.962 (6303414123)|HEAP_ALLOCATE|[49]|Bytes:99
08:14:05.962 (6303433101)|HEAP_ALLOCATE|[49]|Bytes:6
08:14:05.962 (6303476367)|VARIABLE_ASSIGNMENT|[49]|this.externalId__c|"560749"|0x2019a82c
08:14:05.962 (6303488220)|HEAP_ALLOCATE|[51]|Bytes:4
08:14:05.962 (6303497655)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6303500677)|HEAP_ALLOCATE|[52]|Bytes:4
08:14:05.962 (6303506370)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6303509167)|HEAP_ALLOCATE|[53]|Bytes:4
08:14:05.962 (6303517693)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303520964)|HEAP_ALLOCATE|[54]|Bytes:4
08:14:05.962 (6303527246)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6303539528)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6303549082)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6303554673)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6303586739)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0xe2bc94f
08:14:05.962 (6303593500)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6303607069)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303610866)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6303614434)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6303617731)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6303621154)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303624425)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6303631265)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6303639594)|HEAP_ALLOCATE|[45]|Bytes:11
08:14:05.962 (6303645123)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6303702072)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,description,null,null,null,[XMLNode[TEXT,null,null,null,null,null,\u003C,], XMLNode[TEXT,null,null,null,null,null,img src=\"https://img.tyt.by/thumbnails/n/reuters/06/10/zapad_2017_ruzhany_1_.jpg\" width=\"72\" height=\"45\" alt=\"Фото: Reuters\" border=\"0\" align=\"left\" hspace=\"5\" /,], XMLNode[TEXT,null,null,null,null,null,\u003E,], XMLNode[TEXT,null,null,null,null,null,Слышали самолеты, видели вертолеты. Такое впечатление осталось у международных наблюдателей от тренировки ВВС и войск ПВО на учениях \"Запад-2017\". Все остальное, что происходило в небе у границ Вейшнории на полигоне \"Ружанский\" было скрыто за тучами. Поэтому модератору, который рассказывал, кто, на кого и зачем сбросил бомбу, приходилось верить на слово.,], XMLNode[TEXT,null,null,null,null,null,\u003C,], XMLNode[TEXT,null,null,null,null,null,br clear=\"all\" /,], XMLNode[TEXT,null,null,null,null,null,\u003E,]],null,]"|0x5c0bfa17
08:14:05.962 (6303730432)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6303742483)|HEAP_ALLOCATE|[46]|Bytes:11
08:14:05.962 (6303752381)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303755418)|HEAP_ALLOCATE|[47]|Bytes:11
08:14:05.962 (6303761122)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6303763779)|HEAP_ALLOCATE|[51]|Bytes:11
08:14:05.962 (6303769194)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6303772109)|HEAP_ALLOCATE|[52]|Bytes:11
08:14:05.962 (6303778621)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6303783087)|HEAP_ALLOCATE|[53]|Bytes:11
08:14:05.962 (6303791891)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303793068)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303798022)|HEAP_ALLOCATE|[53]|Bytes:537
08:14:05.962 (6303839825)|VARIABLE_ASSIGNMENT|[53]|this.description__c|"\u003Cimg src=\"https://im (517 more) ..."|0x2019a82c
08:14:05.962 (6303854011)|HEAP_ALLOCATE|[54]|Bytes:11
08:14:05.962 (6303862712)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6303875567)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6303885101)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6303890871)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6303919330)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x2011dc83
08:14:05.962 (6303925526)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6303933722)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6303937222)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6303940535)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6303944048)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6303947399)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6303950726)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6303956952)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6303967542)|HEAP_ALLOCATE|[45]|Bytes:33
08:14:05.962 (6303972742)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6304014184)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,author,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,TUT.BY,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,uri,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/author/490~613.html,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t,]],null,]"|0x1de5c14c
08:14:05.962 (6304030243)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6304037854)|HEAP_ALLOCATE|[46]|Bytes:6
08:14:05.962 (6304050895)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6304054466)|HEAP_ALLOCATE|[47]|Bytes:6
08:14:05.962 (6304060408)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6304063126)|HEAP_ALLOCATE|[51]|Bytes:6
08:14:05.962 (6304068455)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6304071133)|HEAP_ALLOCATE|[52]|Bytes:6
08:14:05.962 (6304076272)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6304078882)|HEAP_ALLOCATE|[53]|Bytes:6
08:14:05.962 (6304084196)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6304086963)|HEAP_ALLOCATE|[54]|Bytes:6
08:14:05.962 (6304094301)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6304110868)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304114509)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304121596)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304123756)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304125753)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304127657)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304149834)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304160446)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304166833)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304198946)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x4dd4020e
08:14:05.962 (6304212780)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6304219456)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304229958)|HEAP_ALLOCATE|[55]|Bytes:31
08:14:05.962 (6304235035)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304264794)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,TUT.BY,]],null,]"|0x4e8c82e1
08:14:05.962 (6304276672)|HEAP_ALLOCATE|[56]|Bytes:4
08:14:05.962 (6304288413)|STATEMENT_EXECUTE|[57]
08:14:05.962 (6304293916)|HEAP_ALLOCATE|[57]|Bytes:6
08:14:05.962 (6304333175)|VARIABLE_ASSIGNMENT|[57]|this.authorName__c|"TUT.BY"|0x2019a82c
08:14:05.962 (6304347739)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304357556)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304365325)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304397699)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x6057ba77
08:14:05.962 (6304411774)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6304418444)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304426496)|HEAP_ALLOCATE|[55]|Bytes:30
08:14:05.962 (6304437270)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304469338)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,uri,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/author/490~613.html,]],null,]"|0x530bf890
08:14:05.962 (6304481920)|HEAP_ALLOCATE|[56]|Bytes:3
08:14:05.962 (6304492382)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6304499233)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304507004)|HEAP_ALLOCATE|[55]|Bytes:3
08:14:05.962 (6304511572)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304536084)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x3ea2548d
08:14:05.962 (6304549003)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6304557327)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304566810)|VARIABLE_ASSIGNMENT|[55]|channel|null|
08:14:05.962 (6304578922)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6304586254)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6304590500)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6304614892)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x14135232
08:14:05.962 (6304622212)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6304630001)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6304633705)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6304642400)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6304645818)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6304649111)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6304652453)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6304658773)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6304666922)|HEAP_ALLOCATE|[45]|Bytes:33
08:14:05.962 (6304671670)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6304705408)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,author,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,Алексей Судников,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t,]],null,]"|0x494ac6c5
08:14:05.962 (6304719355)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6304726177)|HEAP_ALLOCATE|[46]|Bytes:6
08:14:05.962 (6304735642)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6304738807)|HEAP_ALLOCATE|[47]|Bytes:6
08:14:05.962 (6304744545)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6304748037)|HEAP_ALLOCATE|[51]|Bytes:6
08:14:05.962 (6304756044)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6304758960)|HEAP_ALLOCATE|[52]|Bytes:6
08:14:05.962 (6304764658)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6304767409)|HEAP_ALLOCATE|[53]|Bytes:6
08:14:05.962 (6304778291)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6304781245)|HEAP_ALLOCATE|[54]|Bytes:6
08:14:05.962 (6304788201)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6304802862)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304806736)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304808769)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304811278)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304834519)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304848636)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6304853683)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304881091)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x45097804
08:14:05.962 (6304896805)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6304903875)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6304916189)|HEAP_ALLOCATE|[55]|Bytes:31
08:14:05.962 (6304920933)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6304946324)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,Алексей Судников,]],null,]"|0x69a35a14
08:14:05.962 (6304960867)|HEAP_ALLOCATE|[56]|Bytes:4
08:14:05.962 (6304971462)|STATEMENT_EXECUTE|[57]
08:14:05.962 (6304980635)|HEAP_ALLOCATE|[57]|Bytes:16
08:14:05.962 (6305019254)|VARIABLE_ASSIGNMENT|[57]|this.authorName__c|"Алексей Судников"|0x2019a82c
08:14:05.962 (6305034894)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6305047876)|HEAP_ALLOCATE|[55]|Bytes:3
08:14:05.962 (6305053289)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6305080268)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x672f17d0
08:14:05.962 (6305093100)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6305099680)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6305108494)|VARIABLE_ASSIGNMENT|[55]|channel|null|
08:14:05.962 (6305115765)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6305122676)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6305126855)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6305152737)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x784c891e
08:14:05.962 (6305162155)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6305170025)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6305173891)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6305177346)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6305180568)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6305183841)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6305187234)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6305193190)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6305203543)|HEAP_ALLOCATE|[45]|Bytes:33
08:14:05.962 (6305208698)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6305243812)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,author,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,Олег Ануфриенко,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t,]],null,]"|0x760b174b
08:14:05.962 (6305253926)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6305260459)|HEAP_ALLOCATE|[46]|Bytes:6
08:14:05.962 (6305271599)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6305276264)|HEAP_ALLOCATE|[47]|Bytes:6
08:14:05.962 (6305282758)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6305285739)|HEAP_ALLOCATE|[51]|Bytes:6
08:14:05.962 (6305291870)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6305299155)|HEAP_ALLOCATE|[52]|Bytes:6
08:14:05.962 (6305304777)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6305307490)|HEAP_ALLOCATE|[53]|Bytes:6
08:14:05.962 (6305312792)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6305315532)|HEAP_ALLOCATE|[54]|Bytes:6
08:14:05.962 (6305322519)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6305338801)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6305342481)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6305345033)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6305347116)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6305371544)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6305380285)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6305385225)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6305414514)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x50b8064
08:14:05.962 (6305428589)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6305442881)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6305451073)|HEAP_ALLOCATE|[55]|Bytes:31
08:14:05.962 (6305456047)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6305484287)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,Олег Ануфриенко,]],null,]"|0x1a859682
08:14:05.962 (6305500995)|HEAP_ALLOCATE|[56]|Bytes:4
08:14:05.962 (6305511869)|STATEMENT_EXECUTE|[57]
